Product_Name,Brand_Name,Model_Code,Category,Price_THB,Product_URL,Source,Collection_Date,Normalized_Category
เหล็กเส้นกลม EF TATA 4 หุน (12 มิล) RB12 SR24,TATA,98728803.0,steel,1.0,https://www.onestockhome.com/th/products/84164089/round-bar-12-mm-rb12-tata_tata-tiscon?item_id=98728803,OneStockHome,2026-04-30,Steel
เหล็กข้ออ้อย EF TATA SD40T 6 หุน (20 มิล) DB20,TATA,25958074.0,steel,544.99,https://www.onestockhome.com/th/products/59993030/deformed-bar-20-mm-db20-tata_tata-tiscon,OneStockHome,2026-04-30,Steel
เหล็กเส้น 5 หุน เหล็กข้ออ้อย 16 มิล (DB16) มอก.,DB,85062060.0,steel,318.76,https://www.onestockhome.com/th/products/95358899/deformed-bar-16-mm-db16_onestockhome?item_id=85062060,OneStockHome,2026-04-30,Steel
เหล็กเส้นกลม EF TATA 19 มิล RB19 SR24,TATA,18804616.0,steel,503.08,https://www.onestockhome.com/th/products/56155483/round-bar-19-mm-rb19-tata_tata-tiscon,OneStockHome,2026-04-30,Steel
เหล็กข้ออ้อย EF TATA SD40T 1 นิ้ว (25 มิล) DB25,TATA,84050184.0,steel,851.51,https://www.onestockhome.com/th/products/4431977/deformed-bar-25-mm-db25-tata_tata-tiscon?item_id=84050184,OneStockHome,2026-04-30,Steel
เหล็กเส้นกลม EF TATA 4 หุน (12 มิล) RB12 SR24,TATA,60221165.0,steel,1.0,https://www.onestockhome.com/th/products/84164089/round-bar-12-mm-rb12-tata_tata-tiscon,OneStockHome,2026-04-30,Steel
เหล็กข้ออ้อย TATA SD40 non-T 4 หุน (12 มิล) DB12 EAF,TATA,91111371.0,steel,208.68,https://www.onestockhome.com/th/products/2089054/deformed-bars-tata-sd40-no-t-eaf_steel-wire_tata-tiscon?item_id=91111371,OneStockHome,2026-04-30,Steel
เหล็กเส้นกลม EF TATA 3 หุน (9 มิล) RB9 SR24,TATA,81065903.0,steel,114.27,https://www.onestockhome.com/th/products/13785289/round-bar-9-mm-rb9-tata_tata-tiscon?item_id=81065903,OneStockHome,2026-04-30,Steel
เหล็กข้ออ้อย TATA SD40 non-T 4 หุน (12 มิล) DB12 EAF,TATA,46723063.0,steel,250.51,https://www.onestockhome.com/th/products/2089054/deformed-bars-tata-sd40-no-t-eaf_steel-wire_tata-tiscon?item_id=46723063,OneStockHome,2026-04-30,Steel
เหล็กเส้นกลม EF TATA 2 หุน (6 มิล) RB6 SR24,TATA,75500800.0,steel,52.61,https://www.onestockhome.com/th/products/47734114/round-bar-6-mm-rb6-tata_tata-tiscon?item_id=75500800,OneStockHome,2026-04-30,Steel
เหล็กข้ออ้อย EF TATA SD40T 4 หุน (12 มิล) DB12,TATA,58180483.0,steel,198.91,https://www.onestockhome.com/th/products/5858831/deformed-bar-12-mm-db12-tata_tata-tiscon?item_id=58180483,OneStockHome,2026-04-30,Steel
เหล็กข้ออ้อย EF TATA SD40T 6 หุน (20 มิล) DB20,TATA,64766985.0,steel,547.45,https://www.onestockhome.com/th/products/59993030/deformed-bar-20-mm-db20-tata_tata-tiscon?item_id=64766985,OneStockHome,2026-04-30,Steel
เหล็กข้ออ้อย EF TATA SD40T 6 หุน (20 มิล) DB20,TATA,4370663.0,steel,653.94,https://www.onestockhome.com/th/products/59993030/deformed-bar-20-mm-db20-tata_tata-tiscon?item_id=4370663,OneStockHome,2026-04-30,Steel
